frame_number,mean_temperature,heat_range,image_filename,wav_filename,cleaned_image,thermal_image,detected_items_counter,cold_items_counter,hot_items_counter,frame_result
21,25.215385100493467,neutral,frame_021.png,frame_021.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_021.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_021.png,5,5,0,"cold:
item1:(0, 3)
item2:(5, 6)
item3:(8, 9)
item4:(11, 42)
item5:(44, 49)
hot:
"
22,25.240454540083263,neutral,frame_022.png,frame_022.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_022.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_022.png,3,3,0,"cold:
item1:(0, 0)
item2:(2, 3)
item3:(7, 46)
hot:
"
23,26.49796372202677,neutral,frame_023.png,frame_023.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_023.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_023.png,5,3,2,"cold:
item1:(0, 19)
item2:(22, 22)
item3:(25, 44)
hot:
item1:(20, 21)
item2:(23, 24)"
24,26.787483809998978,neutral,frame_024.png,frame_024.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_024.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_024.png,3,2,1,"cold:
item1:(6, 24)
item2:(35, 46)
hot:
item1:(25, 34)"
25,25.510450614782513,neutral,frame_025.png,frame_025.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_025.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_025.png,2,1,1,"cold:
item1:(2, 46)
hot:
item1:(47, 49)"
26,25.3656348444772,neutral,frame_026.png,frame_026.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_026.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_026.png,3,2,1,"cold:
item1:(2, 2)
item2:(6, 47)
hot:
item1:(49, 49)"
27,25.255021876646506,neutral,frame_027.png,frame_027.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_027.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_027.png,2,1,1,"cold:
item1:(3, 47)
hot:
item1:(49, 49)"
28,26.18111349012447,neutral,frame_028.png,frame_028.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_028.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_028.png,1,1,0,"cold:
item1:(0, 41)
hot:
"
29,26.2118774183342,neutral,frame_029.png,frame_029.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_029.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_029.png,1,1,0,"cold:
item1:(2, 40)
hot:
"
30,26.319027136958187,neutral,frame_030.png,frame_030.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_030.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_030.png,1,1,0,"cold:
item1:(7, 35)
hot:
"
31,26.41851959966469,neutral,frame_031.png,frame_031.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_031.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_031.png,1,1,0,"cold:
item1:(12, 33)
hot:
"
32,26.463639840834713,neutral,frame_032.png,frame_032.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_032.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_032.png,2,2,0,"cold:
item1:(13, 13)
item2:(15, 31)
hot:
"
33,26.534633105020486,neutral,frame_033.png,frame_033.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_033.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_033.png,1,1,0,"cold:
item1:(14, 28)
hot:
"
34,26.614173784349607,neutral,frame_034.png,frame_034.wav,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/cleaned/frame_034.png,/home/pi/ThermalSense/Results/ThermalSense/ThermalSense-2025-05-13_16-21-24/thermal/frame_034.png,2,2,0,"cold:
item1:(15, 22)
item2:(24, 24)
hot:
"
